lat, long
57.388008, 11.573987
57.389454, 11.571577
57.389751, 11.571077
57.408878, 11.538912
57.409122, 11.538488
57.413857, 11.530428
57.414150, 11.529925
57.417751, 11.523808
57.417995, 11.523387
57.431557, 11.500032
57.431801, 11.499608
57.439972, 11.485425
57.440266, 11.484920
57.448952, 11.469667
57.449242, 11.469160
57.462845, 11.445138
57.463081, 11.444713
57.466293, 11.439000
57.466534, 11.438577
57.483513, 11.408168
57.483749, 11.407745
57.484322, 11.406730
57.484604, 11.406217
57.497028, 11.383653
57.497307, 11.383138
57.500389, 11.377495
57.500668, 11.376977
57.512520, 11.355393
57.512753, 11.354967
57.514446, 11.351913
57.514729, 11.351403
57.517288, 11.346857
57.517570, 11.346355
57.519531, 11.342862
57.519817, 11.342360
57.520058, 11.341938
57.520424, 11.341278
57.521580, 11.339343
57.521870, 11.338848
57.534290, 11.317597
57.534576, 11.317098
57.534863, 11.316603
57.534863, 11.316603
57.535732, 11.315118
57.536022, 11.314623
57.540661, 11.306758
57.540947, 11.306262
57.548298, 11.293105
57.548580, 11.292597
57.552044, 11.286452
57.552280, 11.286033
57.557713, 11.276283
57.557949, 11.275860
57.560253, 11.271840
57.560589, 11.271253
57.563065, 11.266670
57.563393, 11.266068
57.565941, 11.261603
57.566273, 11.261003
57.568512, 11.256987
57.568794, 11.256465
57.569122, 11.255858
57.569649, 11.254918
57.571743, 11.251315
57.572033, 11.250810
57.574306, 11.246852
57.574646, 11.246265
57.574883, 11.245840
57.575443, 11.244800
57.578560, 11.238825
57.578663, 11.238668
57.578869, 11.238355
57.579079, 11.238047
57.579494, 11.237420
57.579700, 11.237102
57.580734, 11.235515
57.580940, 11.235195
57.581352, 11.234558
57.581554, 11.234235
57.581966, 11.233593
57.582176, 11.233273
57.582592, 11.232643
57.582798, 11.232325
57.583214, 11.231692
57.583420, 11.231373
57.583836, 11.230737
57.584045, 11.230418
57.584454, 11.229772
57.584656, 11.229440
57.585056, 11.228768
57.585255, 11.228432
57.585651, 11.227755
57.585850, 11.227415
57.585850, 11.227415
57.586189, 11.226813
57.586239, 11.226727
57.586483, 11.226295
57.586727, 11.225863
57.586823, 11.225692
57.587017, 11.225348
57.587017, 11.225348
57.587406, 11.224660
57.587605, 11.224318
57.587997, 11.223635
57.588196, 11.223295
57.589001, 11.221965
57.589149, 11.221715
57.589199, 11.221632
57.589401, 11.221300
57.589802, 11.220630
57.590000, 11.220285
57.590385, 11.219592
57.590576, 11.219242
57.590965, 11.218542
57.591156, 11.218188
57.591537, 11.217480
57.591724, 11.217125
57.591915, 11.216768
57.592056, 11.216502
57.592102, 11.216412
57.592289, 11.216055
57.592674, 11.215353
57.592869, 11.215010
57.593262, 11.214327
57.593460, 11.213987
57.593460, 11.213987
57.593658, 11.213647
57.593758, 11.213475
57.594055, 11.212967
57.594448, 11.212283
57.594646, 11.211942
57.594841, 11.211597
57.594986, 11.211337
57.600147, 11.202383
57.600246, 11.202213
57.600735, 11.201363
57.600834, 11.201192
57.603008, 11.197158
57.603104, 11.196983
57.604328, 11.194723
57.604328, 11.194723
57.604782, 11.193827
57.605057, 11.193297
57.606922, 11.189852
57.607021, 11.189690
57.608223, 11.187798
57.608524, 11.187325
57.613800, 11.180293
57.613941, 11.180037
57.615086, 11.177483
57.615200, 11.177180
57.615467, 11.176472
57.615616, 11.176065
57.617279, 11.172202
57.617367, 11.172017
57.621433, 11.164667
57.621731, 11.164152
57.625298, 11.157985
57.625599, 11.157477
57.628273, 11.152872
57.628574, 11.152363
57.633339, 11.144190
57.633686, 11.143595
57.633980, 11.143078
57.634529, 11.142140
57.635479, 11.140532
57.635719, 11.140095
57.636021, 11.139590
57.636616, 11.138567
57.639282, 11.133937
57.639580, 11.133420
57.641674, 11.129852
57.641972, 11.129340
57.644653, 11.124737
57.644951, 11.124222
57.654793, 11.107185
57.655045, 11.106760
57.657127, 11.103165
57.657421, 11.102653
57.663738, 11.091822
57.663986, 11.091395
57.672050, 11.077563
57.672352, 11.077055
57.673592, 11.074910
57.673840, 11.074480
57.674793, 11.072870
57.675041, 11.072443
57.675343, 11.071928
57.675343, 11.071928
57.676834, 11.069358
57.677185, 11.068763
57.685173, 11.054917
57.685516, 11.054308
57.692844, 11.041355
57.693188, 11.040742
57.706413, 11.017630
57.706757, 11.017027
57.710537, 11.010237
57.710835, 11.009722
57.727627, 10.980245
57.727974, 10.979645
57.728218, 10.979213
57.728760, 10.978268
57.730869, 10.974562
57.731163, 10.974048
57.734093, 10.968865
57.734432, 10.968262
57.737011, 10.963685
57.737350, 10.963077
57.739902, 10.958467
57.740242, 10.957862
57.742798, 10.953262
57.743130, 10.952645
57.745670, 10.948018
57.746010, 10.947415
57.752495, 10.935358
57.752777, 10.934830
57.762962, 10.915733
57.763195, 10.915293
57.772121, 10.897327
57.772388, 10.896787
57.773735, 10.893928
57.773861, 10.893640
57.773945, 10.893448
57.774151, 10.892968
57.776443, 10.887747
57.776657, 10.887280
57.778214, 10.883823
57.778416, 10.883348
57.778698, 10.882675
57.778858, 10.882285
57.779316, 10.881097
57.779430, 10.880795
57.780174, 10.878620
57.780273, 10.878293
57.781033, 10.875828
57.781193, 10.875287
57.783005, 10.869387
57.783169, 10.868848
57.790695, 10.844392
57.790886, 10.843750
57.801010, 10.809185
57.801197, 10.808555
57.801979, 10.805812
57.802036, 10.805597
57.802307, 10.804510
57.802383, 10.804180
57.802769, 10.802253
57.802811, 10.802025
57.803062, 10.800652
57.803162, 10.800073
57.804653, 10.791732
57.804775, 10.791050
57.805271, 10.788080
57.805313, 10.787850
57.805447, 10.786925
57.805527, 10.786345
57.805840, 10.784148
57.805923, 10.783573
57.806046, 10.782770
57.806129, 10.782197
57.806690, 10.778180
57.806717, 10.777945
57.806835, 10.775533
57.806835, 10.775287
57.806763, 10.773297
57.806751, 10.773048
57.806667, 10.770555
57.806648, 10.769807
57.806625, 10.769183
57.806599, 10.768312
57.806545, 10.766817
57.806522, 10.766070
57.806454, 10.763830
57.806431, 10.763083
57.806393, 10.761590
57.806370, 10.760843
57.806320, 10.759352
57.806301, 10.758607
57.806072, 10.751905
57.806049, 10.751163
57.805847, 10.744490
57.805824, 10.743752
57.805618, 10.737113
57.805595, 10.736377
57.805153, 10.723195
57.805130, 10.722467
57.805103, 10.721738
57.805092, 10.721375
57.805080, 10.721012
57.805058, 10.720283
57.805054, 10.720163
57.805035, 10.719557
57.805016, 10.718950
57.804970, 10.717497
57.804966, 10.717377
57.804939, 10.716650
57.804932, 10.716408
57.804886, 10.715078
57.804817, 10.712903
57.804783, 10.711695
57.804741, 10.710248
57.804710, 10.709163
57.804474, 10.701950
57.804424, 10.700630
57.804199, 10.692493
57.804173, 10.691300
57.804028, 10.685355
57.803997, 10.684170
57.803856, 10.679318
57.803829, 10.678135
57.803806, 10.677073
57.803772, 10.675658
57.803650, 10.671073
57.803627, 10.670017
57.803528, 10.665212
57.803513, 10.664040
57.803493, 10.662988
57.803459, 10.661583
57.803406, 10.658195
57.803379, 10.657028
57.803349, 10.655977
57.803314, 10.654577
57.803040, 10.637233
57.803013, 10.636070
57.802994, 10.635022
57.802971, 10.633742
57.802845, 10.623265
57.802834, 10.622102
57.802780, 10.618608
57.802769, 10.617560
57.802765, 10.616280
57.802761, 10.615233
57.802753, 10.611622
57.802750, 10.610340
57.802746, 10.609173
57.802738, 10.608242
57.802700, 10.603340
57.802696, 10.602172
57.802696, 10.601237
57.802692, 10.598667
57.802689, 10.597615
57.802689, 10.596328
57.802681, 10.595160
57.802681, 10.594222
57.802673, 10.593050
57.802666, 10.591645
57.802662, 10.589300
57.802666, 10.588128
57.802673, 10.587188
57.802677, 10.586015
57.802654, 10.582253
57.802650, 10.581077
57.802647, 10.576485
57.802647, 10.575190
57.802643, 10.574250
57.802650, 10.572955
57.802654, 10.571893
57.802658, 10.570598
57.802658, 10.569538
57.802658, 10.568123
57.802814, 10.532955
57.802818, 10.531775
57.802845, 10.528123
57.802856, 10.527065
57.802883, 10.523425
57.802895, 10.522370
57.802917, 10.521083
57.802937, 10.520028
57.802864, 10.514425
57.802849, 10.514077
57.802525, 10.509798
57.802490, 10.509453
57.802246, 10.507513
57.802204, 10.507175
57.802155, 10.506837
57.802101, 10.506498
57.801979, 10.505710
57.801922, 10.505373
57.801826, 10.504813
57.801651, 10.503810
57.801441, 10.502700
57.801380, 10.502368
57.801159, 10.501265
57.801067, 10.500828
57.797813, 10.486268
57.797569, 10.485183
57.795441, 10.475625
57.795197, 10.474538
57.794674, 10.472267
57.794453, 10.471292
57.794186, 10.470098
57.793964, 10.469120
57.793724, 10.468033
57.793724, 10.468033
57.791039, 10.456120
57.790802, 10.455033
57.790298, 10.452752
57.790077, 10.451777
57.788841, 10.446253
57.788628, 10.445275
57.787621, 10.440858
57.787376, 10.439782
57.787155, 10.438815
57.786858, 10.437522
57.786667, 10.436658
57.786427, 10.435578
57.785915, 10.433315
57.785694, 10.432345
57.784954, 10.428987
57.784706, 10.427908
57.779831, 10.406332
57.779556, 10.405152
57.779083, 10.403108
57.778812, 10.401925
57.777618, 10.396637
57.777348, 10.395452
57.776390, 10.391250
57.776146, 10.390173
57.775875, 10.388985
57.775875, 10.388985
57.774662, 10.383710
57.774391, 10.382525
57.774197, 10.381662
57.773926, 10.380475
57.773178, 10.377248
57.772907, 10.376062
57.771690, 10.370788
57.771412, 10.369608
57.767189, 10.351450
57.766937, 10.350377
57.764935, 10.341793
57.764656, 10.340615
57.762184, 10.330117
57.761929, 10.329048
57.761627, 10.327763
57.761425, 10.326907
57.760895, 10.324655
57.760666, 10.323695
57.760414, 10.322625
57.760109, 10.321340
57.759377, 10.318240
57.759125, 10.317170
57.758896, 10.316208
57.758587, 10.314928
57.758381, 10.314075
57.758102, 10.312903
57.757847, 10.311833
57.757595, 10.310767
57.757366, 10.309803
57.757065, 10.308522
57.756332, 10.305418
57.756084, 10.304347
57.755856, 10.303382
57.755550, 10.302100
57.753025, 10.291638
57.752773, 10.290567
57.751488, 10.285222
57.751232, 10.284152
57.749149, 10.275488
57.748894, 10.274418
57.740078, 10.238240
57.739815, 10.237182
57.739574, 10.236233
57.739285, 10.235068
57.730064, 10.198160
57.729809, 10.197098
57.726879, 10.185458
57.726620, 10.184388
57.725285, 10.178922
57.725037, 10.177962
57.723648, 10.172517
57.723404, 10.171553
57.721977, 10.166138
57.721733, 10.165173
57.720936, 10.161953
57.720661, 10.160887
57.720356, 10.159717
57.720192, 10.159078
57.720192, 10.159078
57.720055, 10.158545
57.719784, 10.157473
57.719734, 10.157258
57.719418, 10.155970
57.719311, 10.155542
57.710529, 10.119945
57.710377, 10.119272
57.700939, 10.080143
57.700771, 10.079458
57.690536, 10.037672
57.690369, 10.036972
57.681190, 9.998472
57.681030, 9.997762
57.680897, 9.997170
57.680710, 9.996343
57.680576, 9.995752
57.680389, 9.994925
57.676979, 9.980140
57.676819, 9.979438
57.676350, 9.977452
57.676155, 9.976637
57.670635, 9.953470
57.670464, 9.952770
57.661697, 9.917098
57.661526, 9.916395
57.661327, 9.915573
57.661190, 9.914983
57.660324, 9.911337
57.660183, 9.910752
57.652378, 9.878562
57.652229, 9.877855
57.650311, 9.870453
57.650238, 9.870238
57.650051, 9.869698
57.649803, 9.868945
57.637756, 9.832733
57.637550, 9.832083
57.637173, 9.830893
57.636929, 9.830140
57.624626, 9.792317
57.624416, 9.791682
57.612164, 9.754262
57.611912, 9.753535
57.599686, 9.716387
57.599483, 9.715747
57.587265, 9.678677
57.587059, 9.678040
57.575600, 9.643400
57.575386, 9.642772
57.574703, 9.640790
57.574528, 9.640267
57.561867, 9.602708
57.561657, 9.602085
57.551346, 9.571658
57.551105, 9.570935
57.549297, 9.565403
57.549057, 9.564675
57.537827, 9.531028
57.537621, 9.530398
57.537167, 9.529033
57.536987, 9.528510
57.536739, 9.527780
57.536560, 9.527262
57.525322, 9.493882
57.525112, 9.493245
57.523994, 9.489977
57.523815, 9.489448
57.520611, 9.479735
57.520405, 9.479085
57.520233, 9.478547
57.519989, 9.477795
57.512325, 9.454830
57.512123, 9.454180
57.511875, 9.453430
57.511703, 9.452890
57.511242, 9.451502
57.511059, 9.450973
57.508072, 9.442007
57.507866, 9.441352
57.507629, 9.440592
57.507458, 9.440052
57.506996, 9.438660
57.506817, 9.438132
57.503136, 9.428050
57.502956, 9.427518
57.502480, 9.426155
57.502289, 9.425635
57.500175, 9.419953
57.499985, 9.419435
57.499054, 9.416810
57.498871, 9.416283
57.497940, 9.413687
57.497749, 9.413172
57.484344, 9.376427
57.484123, 9.375802
57.471607, 9.341220
57.471382, 9.340607
57.470966, 9.339475
57.470707, 9.338747
57.460251, 9.310218
57.460018, 9.309600
57.457333, 9.302242
57.457062, 9.301522
57.444496, 9.267647
57.444267, 9.267027
57.444008, 9.266297
57.443817, 9.265780
57.443558, 9.265048
57.443367, 9.264530
57.429939, 9.228003
57.429672, 9.227287
57.416557, 9.191497
57.416340, 9.190865
57.416149, 9.190348
57.415890, 9.189613
57.414276, 9.185270
57.414055, 9.184645
57.413860, 9.184128
57.413597, 9.183398
57.413406, 9.182880
57.413147, 9.182148
57.412060, 9.179120
57.411797, 9.178390
57.411606, 9.177873
57.411339, 9.177147
57.411144, 9.176635
57.410877, 9.175907
57.404835, 9.159107
57.404564, 9.158387
57.402592, 9.152863
57.402332, 9.152133
57.391132, 9.120763
57.390903, 9.120137
57.390034, 9.117725
57.389767, 9.116988
57.389130, 9.115197
57.388870, 9.114460
57.383305, 9.098658
57.383080, 9.098028
57.382439, 9.096250
57.382172, 9.095522
57.381306, 9.093112
57.381046, 9.092373
57.379066, 9.086803
57.378799, 9.086073
57.377934, 9.083673
57.377670, 9.082942
57.377487, 9.082417
57.377228, 9.081682
57.376156, 9.078635
57.375896, 9.077902
57.375710, 9.077380
57.375446, 9.076652
57.362350, 9.040075
57.362133, 9.039453
57.349831, 9.005383
57.349609, 9.004763
57.349354, 9.004033
57.349167, 9.003515
57.348911, 9.002785
57.348728, 9.002265
57.347397, 8.998527
57.347137, 8.997802
57.339123, 8.975530
57.338863, 8.974808
57.335564, 8.965588
57.335300, 8.964865
57.322201, 8.928332
57.321980, 8.927707
57.315483, 8.909600
57.315254, 8.908978
57.314999, 8.908240
57.314812, 8.907720
57.308765, 8.890755
57.308537, 8.890133
57.307198, 8.886370
57.306976, 8.885737
57.306503, 8.884367
57.306316, 8.883843
57.306057, 8.883108
57.305870, 8.882587
57.304237, 8.878133
57.304050, 8.877610
57.303795, 8.876875
57.303608, 8.876350
57.302273, 8.872577
57.302010, 8.871843
57.301373, 8.870068
57.301113, 8.869337
57.300701, 8.868182
57.300449, 8.867447
57.299599, 8.865032
57.299339, 8.864298
57.299149, 8.863780
57.298885, 8.863050
57.298470, 8.861907
57.298203, 8.861180
57.297337, 8.858788
57.297073, 8.858057
57.296886, 8.857535
57.296627, 8.856802
57.295326, 8.853133
57.295059, 8.852405
57.282246, 8.817613
57.282021, 8.816988
57.281605, 8.815840
57.281342, 8.815108
57.267757, 8.778728
57.267525, 8.778113
57.264748, 8.770687
57.264519, 8.770062
57.261921, 8.763163
57.261730, 8.762643
57.254326, 8.742838
57.254097, 8.742218
57.253593, 8.740878
57.253395, 8.740370
57.249706, 8.730430
57.249477, 8.729807
57.246925, 8.722857
57.246731, 8.722340
57.240093, 8.704350
57.239864, 8.703732
57.226429, 8.667262
57.226200, 8.666650
57.212513, 8.629897
57.212284, 8.629287
57.198788, 8.593158
57.198601, 8.592647
57.191811, 8.575228
57.191589, 8.574610
57.185322, 8.556463
57.185108, 8.555838
57.172779, 8.520242
57.172562, 8.519622
57.172310, 8.518892
57.172127, 8.518375
57.170624, 8.513995
57.170406, 8.513370
57.170158, 8.512638
57.169979, 8.512118
57.169022, 8.509445
57.168941, 8.509242
57.164192, 8.497077
57.163925, 8.496372
57.159016, 8.482185
57.158764, 8.481463
57.146198, 8.445042
57.145985, 8.444422
57.135437, 8.414123
57.135216, 8.413510
57.133324, 8.408055
57.133076, 8.407332
57.120228, 8.371560
57.120003, 8.370960
57.106876, 8.335537
57.106655, 8.334933
57.098473, 8.312705
57.098267, 8.312088
57.090988, 8.297848
57.090878, 8.297722
57.073006, 8.276922
57.072727, 8.276598
57.068398, 8.271540
57.068066, 8.271148
