lat, long
55.188774, 14.267032
55.184803, 14.229938
55.184731, 14.229253
55.182602, 14.209400
55.182526, 14.208715
55.182468, 14.208145
55.182381, 14.207347
55.181248, 14.197098
55.181156, 14.196420
55.180386, 14.190298
55.180302, 14.189618
55.179707, 14.184853
55.179623, 14.184172
55.179550, 14.183605
55.179451, 14.182812
55.179203, 14.180767
55.179123, 14.180087
55.178955, 14.178725
55.178860, 14.177932
55.178715, 14.176800
55.178612, 14.176010
55.178089, 14.171938
55.177986, 14.171148
55.177841, 14.170020
55.177738, 14.169232
55.177223, 14.165170
55.177124, 14.164382
55.176983, 14.163252
55.176884, 14.162462
55.176376, 14.158405
55.176273, 14.157618
55.176128, 14.156492
55.176029, 14.155703
55.175037, 14.147612
55.174957, 14.146940
55.174618, 14.143560
55.174564, 14.142997
55.174301, 14.139482
55.174294, 14.139252
55.174271, 14.138562
55.174263, 14.138333
55.174728, 14.106888
55.174751, 14.106195
55.174774, 14.105503
55.174774, 14.105503
55.174793, 14.104812
55.174801, 14.104580
55.174824, 14.103657
55.174828, 14.103425
55.174835, 14.102732
55.174839, 14.102500
55.174831, 14.101110
55.174828, 14.100880
55.175095, 14.080458
55.175106, 14.079765
55.175137, 14.078150
55.175144, 14.077918
55.175179, 14.076995
55.175186, 14.076763
55.175228, 14.076070
55.175243, 14.075838
55.175739, 14.068655
55.175789, 14.067958
55.175880, 14.066563
55.175922, 14.065867
55.176003, 14.064587
55.176048, 14.063772
55.176048, 14.063772
55.176094, 14.063073
55.176178, 14.061677
55.176216, 14.060978
55.176643, 14.054692
55.176689, 14.053992
55.177120, 14.047690
55.177166, 14.046988
55.178333, 14.029497
55.178379, 14.028798
55.178574, 14.026010
55.178623, 14.025312
55.178757, 14.023217
55.178802, 14.022520
55.178848, 14.021822
55.178848, 14.021822
55.179268, 14.015540
55.179310, 14.014842
55.179440, 14.012747
55.179485, 14.012048
55.179718, 14.008563
55.179764, 14.007867
55.179901, 14.005777
55.179951, 14.005080
55.180347, 13.998813
55.180393, 13.998118
55.180786, 13.991860
55.180836, 13.991165
55.181232, 13.984918
55.181278, 13.984225
55.181370, 13.982837
55.181416, 13.982143
55.181458, 13.981450
55.181545, 13.980062
55.181858, 13.975210
55.181904, 13.974517
55.182125, 13.971052
55.182171, 13.970358
55.182217, 13.969665
55.182304, 13.968280
55.182701, 13.962048
55.182747, 13.961355
55.183144, 13.955130
55.183186, 13.954438
55.183582, 13.948217
55.183624, 13.947525
55.183804, 13.944758
55.183846, 13.944067
55.183887, 13.943375
55.183975, 13.941992
55.184101, 13.939915
55.184196, 13.938533
55.184505, 13.933687
55.184547, 13.932993
55.184814, 13.928833
55.184860, 13.928140
55.185253, 13.921892
55.185299, 13.921198
55.185684, 13.914948
55.185726, 13.914255
55.186131, 13.908010
55.186176, 13.907315
55.186573, 13.901068
55.186619, 13.900375
55.187008, 13.894130
55.187057, 13.893438
55.187477, 13.887198
55.187519, 13.886503
55.187923, 13.880263
55.187969, 13.879570
55.188385, 13.873323
55.188435, 13.872628
55.188797, 13.867068
55.188843, 13.866373
55.188892, 13.865678
55.188980, 13.864403
55.189163, 13.861505
55.189198, 13.860925
55.189548, 13.855943
55.189598, 13.855248
55.189644, 13.854553
55.189686, 13.853975
55.189877, 13.851078
55.189911, 13.850500
55.190102, 13.847603
55.190140, 13.847025
55.190323, 13.844128
55.190361, 13.843548
55.190544, 13.840653
55.190578, 13.840073
55.190765, 13.837178
55.190804, 13.836600
55.190994, 13.833710
55.191032, 13.833132
55.191223, 13.830245
55.191257, 13.829667
55.191441, 13.826780
55.191479, 13.826203
55.191696, 13.822627
55.191746, 13.821935
55.192226, 13.814327
55.192272, 13.813637
55.192314, 13.812945
55.192352, 13.812368
55.192844, 13.804650
55.192890, 13.803958
55.193150, 13.799810
55.193192, 13.799118
55.193237, 13.798428
55.193321, 13.797045
55.193722, 13.790822
55.193771, 13.790130
55.194931, 13.772835
55.194973, 13.772143
55.196484, 13.749248
55.196529, 13.748553
55.196957, 13.742297
55.197002, 13.741600
55.197289, 13.737427
55.197338, 13.736730
55.197376, 13.736150
55.197472, 13.734642
55.197693, 13.731273
55.197739, 13.730575
55.197887, 13.728367
55.197937, 13.727670
55.198078, 13.725577
55.198124, 13.724877
55.198204, 13.723597
55.198257, 13.722782
55.198299, 13.722200
55.198402, 13.720685
55.198544, 13.718587
55.198593, 13.717887
55.198631, 13.717305
55.198685, 13.716488
55.198772, 13.715207
55.198879, 13.713692
55.199074, 13.710895
55.199112, 13.710312
55.199211, 13.708795
55.199253, 13.708212
55.199497, 13.704593
55.199543, 13.703893
55.199635, 13.702492
55.199684, 13.701792
55.199829, 13.699690
55.199924, 13.698288
55.199963, 13.697705
55.200016, 13.696888
55.200115, 13.695488
55.200169, 13.694790
55.200218, 13.694090
55.200317, 13.692692
55.200413, 13.691293
55.200455, 13.690710
55.200508, 13.689893
55.200600, 13.688495
55.200691, 13.687095
55.200787, 13.685698
55.200886, 13.684300
55.200928, 13.683718
55.200981, 13.682903
55.201077, 13.681507
55.201164, 13.680108
55.201214, 13.679412
55.201260, 13.678712
55.201359, 13.677317
55.201401, 13.676733
55.201454, 13.675920
55.201550, 13.674523
55.201588, 13.673942
55.201683, 13.672428
55.201725, 13.671730
55.201763, 13.671147
55.201817, 13.670333
55.201855, 13.669750
55.201908, 13.668937
55.202129, 13.665445
55.202175, 13.664748
55.202213, 13.664168
55.202267, 13.663353
55.202305, 13.662772
55.202362, 13.661958
55.202454, 13.660563
55.202492, 13.659982
55.202625, 13.657772
55.202663, 13.657190
55.202717, 13.656377
55.202751, 13.655795
55.202808, 13.654982
55.202896, 13.653587
55.203205, 13.648828
55.203251, 13.648132
55.203529, 13.643842
55.203568, 13.643260
55.203659, 13.641753
55.203697, 13.641173
55.203976, 13.636885
55.204010, 13.636307
55.204105, 13.634798
55.204140, 13.634220
55.204365, 13.630625
55.204411, 13.629930
55.204948, 13.621582
55.204990, 13.620887
55.205307, 13.616017
55.205353, 13.615322
55.205391, 13.614742
55.205441, 13.613930
55.205654, 13.610453
55.205696, 13.609758
55.205730, 13.609178
55.205780, 13.608367
55.205818, 13.607787
55.205868, 13.606975
55.205997, 13.604888
55.206039, 13.604192
55.206078, 13.603495
55.206123, 13.602800
55.206421, 13.597927
55.206463, 13.597228
55.207970, 13.572943
55.208015, 13.572247
55.208496, 13.564460
55.208542, 13.563763
55.208580, 13.563065
55.208740, 13.560392
55.208828, 13.558997
55.208874, 13.558300
55.208923, 13.557487
55.209007, 13.556210
55.209232, 13.552605
55.209267, 13.552023
55.209351, 13.550510
55.209423, 13.549230
55.209637, 13.545620
55.209667, 13.545037
55.209747, 13.543638
55.209797, 13.542823
55.209831, 13.542242
55.209885, 13.541425
55.210285, 13.535130
55.210331, 13.534430
55.210602, 13.530232
55.210636, 13.529648
55.211227, 13.520435
55.211269, 13.519735
55.211655, 13.513435
55.211700, 13.512735
55.211788, 13.511335
55.211838, 13.510635
55.212181, 13.505035
55.212223, 13.504335
55.212265, 13.503633
55.212345, 13.502350
55.212563, 13.498730
55.212605, 13.498030
55.212650, 13.497330
55.212769, 13.495343
55.213089, 13.490317
55.213131, 13.489615
55.213356, 13.486110
55.213402, 13.485408
55.213528, 13.483422
55.213577, 13.482603
55.213612, 13.482018
55.213970, 13.476415
55.213970, 13.476415
55.214020, 13.475598
55.214233, 13.472093
55.214283, 13.471393
55.214710, 13.464387
55.214752, 13.463685
55.214825, 13.462402
55.214874, 13.461585
55.214909, 13.461000
55.214954, 13.460182
55.214996, 13.459482
55.215126, 13.457380
55.215164, 13.456797
55.215260, 13.455280
55.215385, 13.453180
55.215427, 13.452478
55.215565, 13.450378
55.215599, 13.449793
55.215733, 13.447575
55.215767, 13.446990
55.215904, 13.444773
55.215988, 13.443372
55.216064, 13.442087
55.216114, 13.441268
55.216156, 13.440568
55.216248, 13.439168
55.216373, 13.437065
55.216415, 13.436365
55.216537, 13.434262
55.216656, 13.432278
55.216797, 13.430062
55.216839, 13.429362
55.216873, 13.428778
55.216965, 13.427262
55.217045, 13.425980
55.217178, 13.423765
55.217297, 13.421783
55.217342, 13.421083
55.217392, 13.420268
55.217472, 13.418987
55.217693, 13.415372
55.217819, 13.413272
55.217896, 13.411987
55.218124, 13.408375
55.218201, 13.407093
55.218250, 13.406278
55.218555, 13.401387
55.218639, 13.399992
55.218681, 13.399292
55.218987, 13.394407
55.219418, 13.387432
55.219505, 13.386037
55.219978, 13.378370
55.221451, 13.355510
55.221546, 13.354002
55.221928, 13.347858
55.222061, 13.345653
55.222374, 13.340897
55.224129, 13.314248
55.224174, 13.313550
55.224403, 13.310058
55.224491, 13.308660
55.224525, 13.308078
55.224712, 13.305167
55.224892, 13.302368
55.225201, 13.297588
55.225433, 13.293972
55.225479, 13.293272
55.225521, 13.292688
55.225574, 13.291873
55.225658, 13.290590
55.225712, 13.289773
55.225899, 13.286973
55.225948, 13.286273
55.226128, 13.283590
55.226505, 13.277868
55.226589, 13.276583
55.228233, 13.251987
55.229317, 13.235942
55.230091, 13.224100
55.230324, 13.220740
55.231461, 13.203262
55.231739, 13.199098
55.232109, 13.193665
55.232258, 13.190767
55.232407, 13.187285
55.232563, 13.183805
55.232811, 13.178238
55.233200, 13.169888
55.233883, 13.154725
55.234798, 13.134002
55.235043, 13.128378
55.235096, 13.127117
55.235630, 13.114735
55.235687, 13.113358
55.235928, 13.107847
55.235985, 13.106468
55.236225, 13.100950
55.236702, 13.089903
55.236732, 13.089215
55.237041, 13.082307
55.237072, 13.081617
55.237350, 13.075398
55.237381, 13.074707
55.237656, 13.068478
55.237782, 13.065707
55.237877, 13.063625
55.237907, 13.062815
55.237995, 13.060848
55.238132, 13.057955
55.238243, 13.055290
55.238270, 13.054593
55.238613, 13.046122
55.238647, 13.045425
55.238811, 13.041945
55.238842, 13.041248
55.238873, 13.040552
55.238960, 13.038463
55.239056, 13.036375
55.239086, 13.035795
55.239159, 13.034285
55.239193, 13.033588
55.239220, 13.033008
55.239285, 13.031498
55.239403, 13.028825
55.239471, 13.027313
55.239540, 13.025918
55.239571, 13.025222
55.239601, 13.024523
55.239716, 13.021848
55.239872, 13.018243
55.239906, 13.017547
55.239971, 13.016268
55.240009, 13.015457
55.240181, 13.011975
55.240211, 13.011280
55.240303, 13.009307
55.240345, 13.008495
55.240479, 13.006408
55.240574, 13.005018
55.240669, 13.003627
55.240715, 13.002928
55.240757, 13.002348
55.240810, 13.001535
55.241043, 12.998050
55.241142, 12.996658
55.241230, 12.995382
55.241283, 12.994568
55.241425, 12.992480
55.241459, 12.991898
55.241512, 12.991085
55.241604, 12.989693
55.241692, 12.988418
55.241741, 12.987607
55.241840, 12.986215
55.241886, 12.985522
55.241924, 12.984943
55.241974, 12.984132
55.242146, 12.981468
55.242199, 12.980658
55.242340, 12.978572
55.242374, 12.977992
55.242466, 12.976600
55.242519, 12.975790
55.242607, 12.974517
55.242661, 12.973707
55.242748, 12.972317
55.242794, 12.971622
55.242832, 12.971043
55.242928, 12.969652
55.243099, 12.966757
55.243137, 12.966178
55.243187, 12.965370
55.243225, 12.964792
55.243279, 12.963983
55.243359, 12.962713
55.243542, 12.959825
55.243580, 12.959247
55.243633, 12.958437
55.243671, 12.957858
55.243729, 12.957050
55.243862, 12.954970
55.243999, 12.952892
55.244041, 12.952315
55.244099, 12.951508
55.244194, 12.950125
55.244469, 12.945973
55.244511, 12.945397
55.244568, 12.944590
55.244610, 12.944015
55.244663, 12.943208
55.244755, 12.941827
55.244797, 12.941135
55.244884, 12.939750
55.244965, 12.938483
55.245018, 12.937677
55.245152, 12.935603
55.245193, 12.934913
55.245663, 12.927432
55.245705, 12.926742
55.245754, 12.925938
55.245792, 12.925363
55.246426, 12.915598
55.246471, 12.914908
55.246857, 12.908683
55.246902, 12.907990
55.247276, 12.901763
55.247318, 12.901072
55.247639, 12.895547
55.247681, 12.894858
55.247723, 12.894168
55.247799, 12.892905
55.248093, 12.887975
55.248135, 12.887288
55.248425, 12.882498
55.248466, 12.881817
55.248547, 12.880455
55.248585, 12.879773
55.248615, 12.879207
55.248661, 12.878415
55.248692, 12.877848
55.248734, 12.877058
55.248764, 12.876493
55.248802, 12.875703
55.248856, 12.874578
55.248867, 12.874355
55.249287, 12.869788
55.249317, 12.869568
55.249863, 12.866407
55.249912, 12.866192
55.250210, 12.864912
55.250259, 12.864700
55.251068, 12.861287
55.251217, 12.860643
55.251812, 12.858077
55.251961, 12.857435
55.252399, 12.855503
55.252697, 12.854220
55.253452, 12.851022
55.253578, 12.850487
55.254051, 12.848457
55.254196, 12.847815
55.254654, 12.845898
55.254807, 12.845258
55.255527, 12.842163
55.255707, 12.841418
55.257015, 12.835758
55.257187, 12.835010
55.257923, 12.831802
55.258068, 12.831160
55.259418, 12.825398
55.259567, 12.824757
55.260460, 12.820902
55.260582, 12.820367
55.261353, 12.817045
55.261475, 12.816510
55.261646, 12.815758
55.262066, 12.813940
55.262691, 12.811267
55.262836, 12.810625
55.262962, 12.810090
55.263275, 12.808695
55.263859, 12.806118
55.264004, 12.805475
55.264420, 12.803652
55.264736, 12.802258
55.265320, 12.799683
55.265461, 12.799037
55.265896, 12.797102
55.266193, 12.795818
55.266930, 12.792600
55.267075, 12.791958
55.268417, 12.786180
55.268566, 12.785540
55.269745, 12.780395
55.269894, 12.779752
55.270039, 12.779108
55.270329, 12.777820
55.270477, 12.777178
55.270775, 12.775895
55.271343, 12.773428
55.271511, 12.772675
55.273132, 12.765600
55.273277, 12.764957
55.274723, 12.758515
55.274845, 12.757978
55.275017, 12.757227
55.275135, 12.756690
55.276169, 12.752075
55.276291, 12.751538
55.278606, 12.741258
55.278751, 12.740615
55.279346, 12.737932
55.279465, 12.737398
55.280045, 12.734832
55.280209, 12.734082
55.287971, 12.699627
55.288116, 12.698985
55.294704, 12.669513
55.294849, 12.668877
55.295280, 12.666968
55.295376, 12.666543
55.295422, 12.666332
55.295589, 12.665588
55.295612, 12.665483
55.295731, 12.664952
55.295853, 12.664423
55.296089, 12.663365
55.296139, 12.663155
55.296284, 12.662522
55.296577, 12.661260
55.296822, 12.660210
55.298664, 12.651805
55.298904, 12.650657
55.300865, 12.643405
55.300968, 12.643128
55.301464, 12.641862
55.301575, 12.641595
55.302189, 12.640212
55.302349, 12.639873
55.302471, 12.639623
55.302891, 12.638808
55.304432, 12.636248
55.304577, 12.636038
55.308037, 12.632143
55.308262, 12.631957
55.309765, 12.630867
55.310001, 12.630720
55.311199, 12.630088
55.311562, 12.629928
55.318535, 12.629475
55.318726, 12.629530
55.326138, 12.631673
55.326771, 12.631862
55.332363, 12.633470
55.332989, 12.633652
55.355103, 12.639817
55.355671, 12.639970
55.364594, 12.642397
55.365223, 12.642570
55.382290, 12.647145
55.382797, 12.647283
55.400635, 12.652120
55.401203, 12.652277
55.411301, 12.655230
55.411926, 12.655445
55.423332, 12.659348
55.423901, 12.659542
55.423901, 12.659542
55.424591, 12.659782
55.436504, 12.663870
55.437134, 12.664083
55.440044, 12.664948
55.440296, 12.665015
55.446087, 12.666570
55.446533, 12.666687
55.458706, 12.669942
55.459087, 12.670035
55.459908, 12.670245
55.460228, 12.670327
55.461060, 12.670537
55.461636, 12.670687
55.464806, 12.671488
55.465431, 12.671647
55.468536, 12.672438
55.469158, 12.672597
55.470402, 12.672912
55.470402, 12.672912
55.473133, 12.673640
55.473320, 12.673700
55.473755, 12.673860
55.473938, 12.673943
55.491421, 12.681617
55.492039, 12.681882
55.513626, 12.690905
55.514179, 12.691130
55.517311, 12.692420
55.517860, 12.692648
55.520294, 12.693603
55.520962, 12.693858
55.523918, 12.695003
55.524582, 12.695263
55.529320, 12.697110
55.529854, 12.697317
55.534100, 12.698977
55.534626, 12.699190
55.535267, 12.699447
55.536377, 12.699885
55.536377, 12.699885
55.536900, 12.700088
55.546898, 12.703972
55.547371, 12.704162
55.549030, 12.704832
55.549503, 12.705015
55.552540, 12.705850
55.552704, 12.705857
55.554012, 12.705768
55.554176, 12.705730
55.563896, 12.704050
55.564426, 12.703948
55.572929, 12.702393
55.573460, 12.702302
55.573933, 12.702218
55.575516, 12.701943
55.592632, 12.699203
55.593140, 12.699115
55.611496, 12.696603
55.612026, 12.696523
55.630817, 12.693583
55.631371, 12.693493
55.633038, 12.693192
55.633591, 12.693088
55.636395, 12.692577
55.636963, 12.692480
55.649906, 12.689898
55.650528, 12.689780
55.651588, 12.689582
55.651962, 12.689508
55.652336, 12.689440
55.652336, 12.689440
55.656891, 12.688697
55.657211, 12.688643
55.659752, 12.688280
55.659943, 12.688267
55.675079, 12.687582
55.675480, 12.687563
55.700081, 12.685662
55.700504, 12.685600
55.725689, 12.682405
55.726124, 12.682360
55.735603, 12.681105
55.736027, 12.681055
55.742069, 12.681050
55.742210, 12.681075
55.742352, 12.681098
55.742771, 12.681162
55.745312, 12.681540
55.745453, 12.681568
55.747910, 12.682160
55.748329, 12.682265
55.751465, 12.683168
55.751602, 12.683228
55.776375, 12.692818
55.776798, 12.692972
55.800812, 12.702170
55.801197, 12.702317
55.808025, 12.704997
55.808399, 12.705140
55.813793, 12.704792
55.813915, 12.704698
55.823696, 12.698527
55.824066, 12.698282
55.843937, 12.685107
55.844303, 12.684862
55.845406, 12.684147
55.845776, 12.683905
55.847618, 12.682715
55.847984, 12.682478
55.852104, 12.679848
55.852413, 12.679655
55.867661, 12.670000
55.868038, 12.669765
55.889091, 12.656485
55.889404, 12.656288
55.890217, 12.655780
55.890526, 12.655582
55.899094, 12.650132
55.899464, 12.649900
55.901436, 12.648655
55.901684, 12.648505
55.902050, 12.648270
55.902725, 12.647845
55.902786, 12.647805
55.903156, 12.647578
55.905712, 12.645973
55.906376, 12.645552
55.912376, 12.641798
55.912670, 12.641612
55.913372, 12.641168
55.913723, 12.640947
55.919449, 12.639995
55.919636, 12.640063
55.919697, 12.640088
55.920067, 12.640247
55.921890, 12.641328
55.922009, 12.641423
55.934547, 12.649882
55.934917, 12.650122
55.942337, 12.654863
55.942711, 12.655100
55.956760, 12.663832
55.957146, 12.664080
55.975620, 12.677287
55.975864, 12.677467
55.983513, 12.679010
55.983704, 12.678903
55.991425, 12.675478
55.991741, 12.675332
55.998688, 12.672115
55.999134, 12.671908
56.001747, 12.670670
56.002129, 12.670493
56.002953, 12.670097
56.003269, 12.669948
56.005539, 12.668855
56.005917, 12.668675
56.008549, 12.667422
56.008801, 12.667303
56.008926, 12.667242
56.009300, 12.667060
56.013844, 12.664865
56.014458, 12.664562
56.024902, 12.659722
56.025394, 12.659515
56.046341, 12.649998
56.046906, 12.649727
56.046906, 12.649727
56.047470, 12.649450
56.050446, 12.647905
56.050762, 12.647687
56.054005, 12.642803
56.054150, 12.642457
56.061459, 12.625797
56.061810, 12.625008
56.074570, 12.597953
56.074947, 12.597195
56.083847, 12.579645
56.084251, 12.578897
56.086239, 12.575257
56.086685, 12.574440
56.088673, 12.570790
56.089119, 12.569965
56.103153, 12.543330
56.103546, 12.542550
56.115814, 12.518155
56.116169, 12.517430
56.116646, 12.516465
56.117004, 12.515742
56.117836, 12.514053
56.118195, 12.513330
56.118195, 12.513330
56.118553, 12.512608
56.119038, 12.511650
56.119396, 12.510925
56.120556, 12.508593
56.120956, 12.507788
56.121441, 12.506823
56.121799, 12.506095
56.123840, 12.501967
56.124241, 12.501157
56.126251, 12.497117
56.126656, 12.496308
56.131466, 12.486508
56.131863, 12.485677
56.132179, 12.485010
56.132614, 12.484093
56.142258, 12.463768
56.142666, 12.462917
56.143311, 12.461548
56.143517, 12.461122
56.144695, 12.458635
56.144775, 12.458465
56.145103, 12.457777
56.145267, 12.457432
56.145760, 12.456403
56.145920, 12.456060
56.146084, 12.455712
56.146248, 12.455368
56.146576, 12.454680
56.146698, 12.454422
56.146736, 12.454335
56.146900, 12.453985
56.147068, 12.453642
56.147236, 12.453300
56.147564, 12.452608
56.147728, 12.452263
56.148056, 12.451568
56.148224, 12.451225
56.148224, 12.451225
56.148388, 12.450877
56.148556, 12.450532
56.148720, 12.450185
56.149052, 12.449490
56.149178, 12.449230
56.165752, 12.414618
56.165852, 12.414458
56.168728, 12.409675
56.168930, 12.409375
56.176537, 12.401532
56.176666, 12.401458
56.177547, 12.400898
56.177925, 12.400653
56.180470, 12.399173
56.180603, 12.399120
56.180992, 12.398942
56.181385, 12.398755
56.184902, 12.397033
56.185291, 12.396842
56.186462, 12.396265
56.186852, 12.396070
56.204376, 12.387343
56.204765, 12.387148
56.207481, 12.385782
56.207870, 12.385588
56.215942, 12.381483
56.216393, 12.381250
56.227531, 12.375507
56.227982, 12.375272
56.250626, 12.363497
56.251011, 12.363297
56.251774, 12.362897
56.252159, 12.362700
56.273544, 12.351512
56.273926, 12.351315
56.282249, 12.346980
56.282627, 12.346788
56.296150, 12.339857
56.296593, 12.339635
56.303383, 12.336225
56.303635, 12.336100
56.305202, 12.335318
56.305515, 12.335162
56.305641, 12.335097
56.306015, 12.334905
56.318413, 12.328948
56.319019, 12.328667
56.340012, 12.319083
56.340607, 12.318818
56.361179, 12.309222
56.361771, 12.308948
56.364723, 12.307588
56.365311, 12.307318
56.382359, 12.299602
56.382942, 12.299330
56.403393, 12.290138
56.404041, 12.289858
56.425495, 12.281310
56.426159, 12.281062
56.427372, 12.280618
56.427979, 12.280395
56.445766, 12.274058
56.446388, 12.273837
56.447384, 12.273492
56.447754, 12.273357
56.447754, 12.273357
56.448128, 12.273225
56.449188, 12.272860
56.449497, 12.272752
56.450314, 12.272473
56.450752, 12.272327
56.454071, 12.271153
56.454510, 12.270995
56.470074, 12.265210
56.470455, 12.265072
56.493416, 12.256285
56.493801, 12.256137
56.515285, 12.247272
56.515732, 12.247077
56.516117, 12.246908
56.516888, 12.246575
56.539707, 12.236987
56.540096, 12.236835
56.563210, 12.227878
56.563538, 12.227752
56.586796, 12.218733
56.587189, 12.218580
56.610363, 12.209538
56.610825, 12.209367
56.613201, 12.208465
56.613533, 12.208337
56.617172, 12.206973
56.617504, 12.206843
56.621113, 12.205148
56.621441, 12.204997
56.625050, 12.203302
56.625381, 12.203148
56.634037, 12.199062
56.634426, 12.198880
56.657745, 12.187957
56.658142, 12.187772
56.681335, 12.176460
56.681793, 12.176212
56.703636, 12.164497
56.704029, 12.164290
56.704880, 12.163837
56.705269, 12.163622
56.707554, 12.162400
56.707943, 12.162188
56.711468, 12.160300
56.711861, 12.160097
56.715385, 12.158215
56.715839, 12.157970
56.727577, 12.151767
56.727974, 12.151592
56.728302, 12.151442
56.729160, 12.151050
56.731930, 12.149755
56.732258, 12.149607
56.735882, 12.147898
56.736214, 12.147747
56.737400, 12.147187
56.737793, 12.147000
56.739838, 12.146040
56.740170, 12.145885
56.741356, 12.145328
56.741753, 12.145142
56.745312, 12.143468
56.745708, 12.143282
56.749268, 12.141603
56.749664, 12.141415
56.752499, 12.140077
56.752831, 12.139918
56.776241, 12.128623
56.776638, 12.128430
56.800045, 12.116748
56.800377, 12.116580
56.803596, 12.114967
56.803989, 12.114762
56.807495, 12.112840
56.807884, 12.112622
56.815193, 12.108723
56.815643, 12.108480
56.816032, 12.108278
56.816750, 12.107915
56.819088, 12.106707
56.819542, 12.106470
56.819931, 12.106270
56.820648, 12.105895
56.823376, 12.104477
56.823826, 12.104228
56.824219, 12.104032
56.824608, 12.103823
56.828114, 12.101982
56.828503, 12.101783
56.832008, 12.099932
56.832397, 12.099727
56.835892, 12.097872
56.836281, 12.097662
56.846634, 12.091663
56.847084, 12.091400
56.869709, 12.077878
56.870094, 12.077650
56.877071, 12.073530
56.877392, 12.073345
56.880905, 12.071275
56.881287, 12.071047
56.892906, 12.064833
56.893299, 12.064643
56.896420, 12.062958
56.896801, 12.062722
56.899612, 12.060988
56.899738, 12.060893
56.904030, 12.057910
56.904346, 12.057693
56.905918, 12.056555
56.906044, 12.056457
56.906414, 12.056150
56.906662, 12.055940
56.908504, 12.054350
56.908810, 12.054090
56.911236, 12.052193
56.911297, 12.052153
56.915600, 12.049223
56.916042, 12.048923
56.938648, 12.033578
56.938969, 12.033363
56.948254, 12.027143
56.948635, 12.026887
56.951286, 12.025262
56.951485, 12.025165
56.962048, 12.019987
56.962509, 12.019755
56.985893, 12.008233
56.986221, 12.008067
57.009274, 11.995590
57.009659, 11.995342
57.022762, 11.986823
57.023083, 11.986617
57.032387, 11.980562
57.032772, 11.980310
57.036243, 11.978075
57.036629, 11.977832
57.046692, 11.971663
57.047016, 11.971475
57.055595, 11.966513
57.055981, 11.966283
57.078720, 11.953272
57.079105, 11.953055
57.101833, 11.940123
57.102219, 11.939915
57.124924, 11.926943
57.125378, 11.926688
57.147865, 11.910223
57.148239, 11.909940
57.170166, 11.893137
57.170605, 11.892807
57.192642, 11.875788
57.193073, 11.875450
57.194122, 11.874650
57.194489, 11.874363
57.195587, 11.873517
57.195892, 11.873283
57.199200, 11.870777
57.199493, 11.870557
57.201347, 11.869123
57.201630, 11.868900
57.213787, 11.861467
57.213890, 11.861307
57.214096, 11.860988
57.214096, 11.860988
57.214584, 11.860317
57.214863, 11.859958
57.218002, 11.855800
57.218105, 11.855635
57.233082, 11.833075
57.233452, 11.832508
57.251961, 11.804415
57.252274, 11.803938
57.262871, 11.787600
57.263226, 11.787018
57.270180, 11.774518
57.270515, 11.773895
57.280136, 11.756770
57.280437, 11.756257
57.288029, 11.743460
57.288280, 11.743037
57.306179, 11.712560
57.306484, 11.712048
57.324108, 11.681873
57.324455, 11.681277
57.338634, 11.656847
57.338982, 11.656258
57.341961, 11.651193
57.342209, 11.650772
57.359833, 11.620960
57.360180, 11.620365
57.364651, 11.612800
57.364948, 11.612300
57.377796, 11.591040
57.378143, 11.590455
57.387714, 11.574490
